query_id,config_name,agent_type,embedding_model,reranker_model,k,metric,score,iterations
201,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,1.0,1
201,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,1.0,1
201,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
201,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,1.0,1
201,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
201,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,1.0,1
201,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
201,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,1.0,1
202,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,0.0,1
202,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,0.0,1
202,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
202,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,0.5,1
202,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
202,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,0.5,1
202,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
202,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,0.5,1
203,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,1.0,1
203,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,1.0,1
203,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
203,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,1.0,1
203,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
203,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,1.0,1
203,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
203,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,1.0,1
204,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,0.0,1
204,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,0.0,1
204,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
204,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,0.5,1
204,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
204,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,0.5,1
204,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
204,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,0.5,1
205,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,1.0,1
205,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,1.0,1
205,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
205,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,1.0,1
205,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
205,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,1.0,1
205,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
205,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,1.0,1
206,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,1.0,1
206,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,1.0,1
206,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
206,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,1.0,1
206,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
206,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,1.0,1
206,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
206,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,1.0,1
207,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,1.0,1
207,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,1.0,1
207,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
207,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,1.0,1
207,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
207,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,1.0,1
207,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
207,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,1.0,1
208,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,1.0,1
208,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,1.0,1
208,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
208,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,1.0,1
208,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
208,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,1.0,1
208,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
208,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,1.0,1
209,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,1.0,1
209,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,1.0,1
209,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
209,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,1.0,1
209,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
209,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,1.0,1
209,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
209,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,1.0,1
210,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,1.0,1
210,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,1.0,1
210,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
210,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,1.0,1
210,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
210,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,1.0,1
210,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
210,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,1.0,1
211,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,1.0,1
211,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,1.0,1
211,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
211,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,1.0,1
211,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
211,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,1.0,1
211,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
211,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,1.0,1
212,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,1.0,1
212,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,1.0,1
212,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
212,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,1.0,1
212,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
212,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,1.0,1
212,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
212,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,1.0,1
213,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,recall,1.0,1
213,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,1,mrr,1.0,1
213,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,recall,1.0,1
213,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,3,mrr,1.0,1
213,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,recall,1.0,1
213,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,5,mrr,1.0,1
213,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,recall,1.0,1
213,RAGAgent-text-embedding-3-small,RAGAgent,text-embedding-3-small,None,10,mrr,1.0,1
0,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,3
0,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,1.0,3
0,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,3
0,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,1.0,3
0,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,3
0,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,1.0,3
0,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,3
0,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,1.0,3
1,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,2
1,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,1.0,2
1,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,2
1,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,1.0,2
1,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,2
1,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,1.0,2
1,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,2
1,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,1.0,2
2,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,1
2,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,1.0,1
2,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
2,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,1.0,1
2,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
2,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,1.0,1
2,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
2,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,1.0,1
3,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,1
3,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,1.0,1
3,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
3,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,1.0,1
3,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
3,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,1.0,1
3,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
3,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,1.0,1
4,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,0.0,1
4,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,0.0,1
4,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
4,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,0.5,1
4,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
4,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,0.5,1
4,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
4,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,0.5,1
5,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,0.0,3
5,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,0.0,3
5,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,0.0,3
5,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,0.0,3
5,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,0.0,3
5,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,0.0,3
5,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,3
5,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,0.14285714285714285,3
6,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,0.0,3
6,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,0.0,3
6,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,3
6,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,0.5,3
6,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,3
6,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,0.5,3
6,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,3
6,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,0.5,3
7,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,1
7,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,1.0,1
7,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
7,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,1.0,1
7,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
7,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,1.0,1
7,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
7,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,1.0,1
8,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,1
8,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,1.0,1
8,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
8,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,1.0,1
8,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
8,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,1.0,1
8,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
8,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,1.0,1
9,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,0.0,1
9,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,0.0,1
9,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
9,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,0.5,1
9,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
9,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,0.5,1
9,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
9,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,0.5,1
10,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,1
10,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,1.0,1
10,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
10,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,1.0,1
10,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
10,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,1.0,1
10,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
10,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,1.0,1
11,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,0.0,3
11,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,0.0,3
11,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,0.0,3
11,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,0.0,3
11,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,3
11,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,0.25,3
11,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,3
11,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,0.25,3
12,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,0.0,3
12,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,0.0,3
12,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,3
12,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,0.3333333333333333,3
12,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,3
12,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,0.3333333333333333,3
12,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,3
12,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,0.3333333333333333,3
13,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,1
13,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,1.0,1
13,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
13,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,1.0,1
13,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
13,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,1.0,1
13,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
13,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,1.0,1
14,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,0.0,1
14,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,0.0,1
14,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
14,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,0.5,1
14,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
14,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,0.5,1
14,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
14,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,0.5,1
15,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,1
15,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,1.0,1
15,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
15,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,1.0,1
15,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
15,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,1.0,1
15,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
15,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,1.0,1
16,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,1
16,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,1.0,1
16,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
16,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,1.0,1
16,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
16,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,1.0,1
16,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
16,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,1.0,1
17,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,0.0,3
17,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,0.0,3
17,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,0.0,3
17,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,0.0,3
17,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,3
17,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,0.25,3
17,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,3
17,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,0.25,3
18,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,1
18,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,1.0,1
18,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
18,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,1.0,1
18,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
18,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,1.0,1
18,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
18,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,1.0,1
19,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,0.0,3
19,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,0.0,3
19,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,3
19,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,0.3333333333333333,3
19,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,3
19,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,0.3333333333333333,3
19,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,3
19,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,0.3333333333333333,3
20,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,1
20,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,1.0,1
20,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
20,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,1.0,1
20,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
20,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,1.0,1
20,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
20,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,1.0,1
21,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,0.0,1
21,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,mrr,0.0,1
21,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,recall,1.0,1
21,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,3,mrr,0.5,1
21,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,recall,1.0,1
21,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,5,mrr,0.5,1
21,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,recall,1.0,1
21,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,10,mrr,0.5,1
22,RAGAgent-text-embedding-3-large,RAGAgent,text-embedding-3-large,None,1,recall,1.0,1
